,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Roof Matl,Roof Style,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,set,sf,target
57,936,0,0,2,1Fam,2,1,0.0,0.0,2,450.0,486.0,0.0,2,1,Y,Norm,Norm,FuseA,160,3,2,MetalSd,MetalSd,0,0,CBlock,1,5,240.0,1.0,2,1,2,Attchd,1954.0,936,0,GasA,2,1Story,1,2,Lvl,1,9888,Inside,82.0,2,0,20,RL,0.0,None,3,NAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,936.0,4,0,1954,1975,2006,train,1872.0,121000.0
58,1040,0,0,3,1Fam,2,1,0.0,1.0,2,0.0,85.0,955.0,2,3,Y,Norm,Norm,FuseF,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,293.0,1.0,2,2,2,Attchd,1953.0,1040,0,GasA,2,1Story,1,2,Lvl,1,7942,Inside,68.0,2,0,20,RL,0.0,None,6,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1040.0,4,0,1953,1953,2007,train,2080.0,136000.0
59,916,720,0,3,1Fam,2,1,0.0,0.0,3,778.0,138.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,2,1,PConc,2,5,386.0,2.0,2,2,2,Attchd,1996.0,1636,1,GasA,3,2Story,1,2,Lvl,1,15038,Corner,68.36301950805768,3,0,60,RL,0.0,None,11,Gilbert,84,2,2,2,CompShg,Gable,WD ,0,Pave,3,916.0,4,168,1996,1996,2008,train,2552.0,173000.0
60,1164,1106,0,4,1Fam,2,1,0.0,0.0,3,628.0,524.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,671.0,3.0,2,2,2,Attchd,1999.0,2270,1,GasA,3,2Story,1,3,Lvl,1,11764,CulDSac,92.0,1,0,60,RL,348.0,BrkFace,4,NoRidge,57,3,3,2,CompShg,Gable,WD ,0,Pave,3,1152.0,4,132,1999,2007,2010,train,3422.0,290000.0
61,1184,1426,0,4,1Fam,2,3,0.0,0.0,3,1120.0,64.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,3,1,PConc,2,5,550.0,2.0,2,2,2,BuiltIn,2007.0,2610,1,GasA,3,2Story,1,3,Lvl,1,9000,Inside,75.0,2,0,60,FV,0.0,None,8,Somerst,364,2,3,2,CompShg,Gable,New,0,Pave,4,1184.0,4,208,2007,2007,2007,train,3794.0,303477.0
62,1483,0,0,1,1Fam,2,4,1.0,0.0,3,328.0,1092.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,2,2,CBlock,1,5,690.0,2.0,2,1,2,Attchd,1977.0,1483,1,GasA,3,1Story,1,2,Low,2,20062,Inside,68.36301950805768,1,0,20,RL,0.0,None,4,ClearCr,0,3,3,2,CompShg,Hip,WD ,0,Pave,2,1420.0,4,496,1977,2001,2010,train,2903.0,270000.0
63,960,780,0,2,1Fam,2,1,0.0,0.0,2,576.0,360.0,0.0,2,1,N,Artery,Norm,FuseA,236,1,1,WdShing,Wd Shng,3,1,BrkTil,1,5,225.0,1.0,1,1,1,Detchd,1920.0,1740,0,GasA,3,1.5Fin,1,3,Lvl,1,7308,Corner,81.0,2,0,50,RM,0.0,None,6,OldTown,0,2,2,0,CompShg,Gable,WD ,0,Pave,2,936.0,4,0,1920,1950,2008,train,2676.0,122250.0
64,1382,0,0,3,1Fam,2,1,0.0,1.0,2,727.0,172.0,483.0,2,1,Y,Norm,Norm,FuseA,0,2,2,AsbShng,AsbShng,0,0,CBlock,1,5,350.0,1.0,2,1,2,Attchd,1955.0,1382,0,GasA,3,1Story,1,3,Lvl,1,8750,Inside,70.0,2,0,20,RL,0.0,None,7,NAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1382.0,4,280,1955,1955,2009,train,2764.0,153000.0
65,1120,0,0,3,1Fam,2,1,0.0,0.0,3,914.0,206.0,0.0,3,1,Y,Feedr,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,1,5,0.0,0.0,0,0,0,none,,1120,0,GasA,3,1Story,1,2,Lvl,1,8402,Inside,70.0,2,0,20,RL,0.0,None,12,Mitchel,30,2,2,2,CompShg,Gable,New,0,Pave,2,1120.0,4,0,2007,2007,2007,train,2240.0,147000.0
66,567,531,0,2,1Fam,2,1,1.0,0.0,3,285.0,246.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,3,1,BrkTil,1,5,216.0,1.0,2,1,2,Detchd,1930.0,1098,0,GasA,2,2Story,1,2,Lvl,1,4000,Inside,63.0,2,0,70,RL,0.0,None,6,Crawfor,0,3,3,2,CompShg,Gable,WD ,0,Pave,2,531.0,4,0,1930,1995,2007,train,1629.0,148500.0
67,976,732,0,3,TwnhsE,2,1,0.0,0.0,3,976.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,2,380.0,2.0,2,1,2,Detchd,2004.0,1708,0,GasA,3,2Story,1,3,Lvl,1,3363,Inside,32.0,2,0,160,RM,117.0,Stone,4,Edwards,40,2,3,2,CompShg,Gable,WD ,0,Pave,3,976.0,4,0,2004,2004,2006,train,2684.0,130000.0
68,1802,0,0,3,1Fam,2,4,0.0,0.0,3,1802.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,843.0,3.0,2,2,2,Attchd,2006.0,1802,1,GasA,3,1Story,1,3,HLS,2,13615,Corner,94.0,1,0,20,RL,510.0,Stone,6,NridgHt,105,2,3,2,CompShg,Hip,WD ,0,Pave,3,1802.0,4,158,2006,2006,2007,train,3604.0,372000.0
69,1506,0,0,2,TwnhsE,2,4,0.0,0.0,3,1346.0,16.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,440.0,2.0,2,2,2,Attchd,2005.0,1506,0,GasA,3,1Story,1,3,Lvl,1,3013,Inside,43.0,2,0,120,RL,145.0,BrkFace,4,Blmngtn,20,2,3,2,CompShg,Gable,WD ,0,Pave,2,1362.0,4,142,2005,2005,2006,train,2868.0,213490.0
70,1508,0,0,1,1Fam,2,4,1.0,0.0,3,162.0,1346.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,2,PConc,1,5,572.0,2.0,2,1,2,Attchd,2009.0,1508,0,GasA,3,1Story,1,3,Lvl,1,17485,Inside,44.0,3,0,20,RL,96.0,Stone,1,Edwards,0,2,3,2,CompShg,Gable,Con,0,Pave,2,1508.0,4,0,2009,2010,2010,train,3016.0,308030.0
71,2032,0,0,3,1Fam,2,2,1.0,0.0,3,1140.0,700.0,0.0,3,1,Y,Norm,Norm,SBrkr,192,2,3,MetalSd,MetalSd,0,0,PConc,3,5,786.0,3.0,2,2,2,Attchd,1996.0,2032,0,GasA,3,1Story,1,3,Lvl,1,23730,Inside,68.36301950805768,3,0,20,RL,668.0,BrkFace,9,Mitchel,46,2,3,2,CompShg,Gable,WD ,0,Pave,3,1840.0,4,0,1996,1997,2008,train,3872.0,300000.0
72,1194,0,0,3,1Fam,2,2,0.0,1.0,2,0.0,655.0,0.0,3,1,Y,Norm,Norm,SBrkr,192,2,2,BrkFace,BrkFace,1,1,CBlock,1,5,539.0,2.0,2,2,2,BuiltIn,1954.0,1194,0,GasA,3,1Story,1,2,Lvl,1,8910,Corner,79.0,2,0,20,RL,0.0,None,7,NAmes,0,2,2,2,CompShg,Hip,WD ,0,Pave,2,655.0,4,0,1959,1959,2006,train,1849.0,159500.0
73,970,739,0,3,Twnhs,2,1,0.0,0.0,3,970.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,2,380.0,2.0,2,1,2,Detchd,2004.0,1709,0,GasA,3,2Story,1,3,Lvl,1,2522,Inside,24.0,2,0,160,RM,50.0,Stone,4,Edwards,40,2,3,2,CompShg,Gable,WD ,0,Pave,3,970.0,4,0,2004,2004,2006,train,2679.0,137500.0
74,1616,0,0,3,1Fam,2,3,0.0,0.0,3,1616.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,834.0,3.0,2,1,2,Attchd,2005.0,1616,0,GasA,3,1Story,1,3,Lvl,1,8688,Inside,73.0,2,0,20,RL,228.0,BrkFace,4,Somerst,59,2,3,2,CompShg,Gable,WD ,0,Pave,3,1616.0,4,208,2005,2005,2006,train,3232.0,232000.0
75,768,0,0,1,1Fam,2,1,0.0,0.0,2,768.0,0.0,0.0,1,1,Y,RRNe,Norm,SBrkr,84,3,3,Stucco,Wd Shng,0,0,BrkTil,1,5,440.0,2.0,2,1,2,Detchd,1930.0,768,0,GasA,2,1Story,1,2,Lvl,1,6291,Inside,68.36301950805768,1,0,30,RM,0.0,None,7,IDOTRR,0,2,2,0,CompShg,Gable,WD ,0,Grvl,2,768.0,4,0,1930,1950,2008,train,1536.0,93850.0
76,872,0,0,2,1Fam,2,1,0.0,0.0,2,872.0,0.0,0.0,1,1,N,Norm,Norm,FuseF,116,2,2,BrkFace,Wd Sdng,3,1,BrkTil,1,4,322.0,1.0,1,1,1,Detchd,1924.0,872,0,GasA,1,1Story,1,1,Lvl,1,17529,Inside,68.36301950805768,2,0,30,RL,65.0,Stone,4,Sawyer,0,2,2,0,CompShg,Gable,WD ,0,Pave,2,872.0,4,0,1924,1950,2006,train,1744.0,105000.0
77,520,0,0,1,1Fam,2,1,0.0,0.0,2,520.0,0.0,0.0,1,1,N,Feedr,RRNn,SBrkr,87,2,2,MetalSd,MetalSd,0,0,BrkTil,1,5,240.0,1.0,2,1,1,Detchd,1920.0,520,0,GasA,1,1Story,1,1,Lvl,1,6324,Inside,60.0,1,0,30,RM,0.0,None,5,BrkSide,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,520.0,4,49,1927,1950,2008,train,1040.0,68500.0
78,1105,1169,0,5,Duplex,2,1,0.0,0.0,2,662.0,443.0,0.0,2,1,Y,Feedr,Norm,FuseA,0,2,2,MetalSd,MetalSd,0,0,CBlock,2,5,480.0,2.0,2,1,2,Detchd,1960.0,2274,0,GasA,2,2Story,2,2,Lvl,1,11600,Corner,80.0,2,0,90,RL,361.0,BrkFace,1,NAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,4,1105.0,4,0,1960,1960,2010,train,3379.0,154300.0
79,936,665,176,3,1Fam,1,1,0.0,0.0,2,936.0,0.0,0.0,1,1,Y,Artery,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,0,BrkTil,2,5,0.0,0.0,0,0,0,none,,1601,0,GasA,3,1.5Fin,1,2,Lvl,1,7288,Inside,50.0,2,0,50,RM,0.0,None,9,IDOTRR,0,3,2,0,CompShg,Gable,WD ,0,Pave,2,936.0,4,0,1925,2003,2007,train,2537.0,129850.0
80,616,616,0,3,1Fam,2,1,0.0,0.0,2,448.0,168.0,0.0,2,1,Y,Norm,Norm,SBrkr,143,2,2,MetalSd,MetalSd,0,0,BrkTil,1,5,480.0,2.0,1,1,1,Detchd,1920.0,1232,0,GasA,3,2Story,1,2,Lvl,1,4571,Inside,35.0,2,0,70,RM,0.0,None,6,OldTown,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,616.0,4,280,1910,1950,2007,train,1848.0,114000.0
82,876,540,0,4,1Fam,2,2,0.0,0.0,2,876.0,0.0,0.0,1,1,Y,Artery,Norm,SBrkr,194,2,2,Wd Sdng,Wd Sdng,3,1,BrkTil,1,5,720.0,3.0,2,1,2,Detchd,1949.0,1416,1,GasA,3,1.5Fin,1,2,Lvl,1,12665,Inside,100.0,1,0,50,RM,0.0,None,6,OldTown,0,3,2,2,CompShg,Gable,WD ,0,Pave,3,876.0,4,418,1915,1950,2008,train,2292.0,153900.0
83,864,0,0,3,1Fam,2,1,0.0,0.0,2,624.0,240.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,VinylSd,VinylSd,0,0,CBlock,1,5,576.0,2.0,2,1,2,Detchd,1986.0,864,0,GasA,3,1Story,1,2,Lvl,1,9000,FR2,60.0,2,0,20,RL,0.0,None,7,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,200,1971,2006,2009,train,1728.0,130000.0
84,1189,0,0,2,TwnhsE,2,1,1.0,0.0,3,325.0,864.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,2,5,392.0,2.0,2,1,2,Attchd,1997.0,1189,0,GasA,3,1Story,1,2,Lvl,1,4500,FR2,32.0,2,0,120,RM,197.0,BrkFace,4,Mitchel,122,2,2,2,CompShg,Hip,WD ,0,Pave,2,1189.0,4,0,1997,1997,2008,train,2378.0,160500.0
85,1666,0,0,2,TwnhsE,3,1,1.0,0.0,3,1251.0,415.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,575.0,2.0,2,1,2,Attchd,2006.0,1666,0,GasA,3,1Story,1,3,Lvl,1,6373,Inside,48.0,2,0,120,RL,572.0,BrkFace,6,NridgHt,75,2,3,2,CompShg,Hip,New,0,Pave,2,1666.0,4,228,2006,2006,2006,train,3332.0,310090.0
86,1200,0,0,2,1Fam,2,1,1.0,0.0,3,343.0,833.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,555.0,2.0,2,1,2,Attchd,2003.0,1200,0,GasA,3,1Story,1,3,Lvl,1,10083,Inside,67.0,2,0,20,RL,92.69946714031971,none,8,SawyerW,41,2,3,2,CompShg,Gable,WD ,0,Pave,2,1176.0,4,0,2003,2003,2009,train,2376.0,184900.0
87,928,0,0,2,1Fam,2,1,0.0,0.0,3,551.0,377.0,0.0,2,1,Y,Norm,Norm,SBrkr,156,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,252.0,1.0,2,1,2,Attchd,1956.0,928,0,GasA,2,1Story,1,2,Lvl,1,13300,Inside,70.0,2,0,20,RL,0.0,None,6,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,928.0,4,261,1956,2000,2007,train,1856.0,132000.0
88,1336,0,0,3,1Fam,2,2,0.0,1.0,3,588.0,553.0,147.0,3,2,Y,Feedr,Norm,SBrkr,0,2,2,HdBoard,HdBoard,1,1,CBlock,2,5,502.0,2.0,2,1,2,Attchd,1969.0,1336,0,GasA,2,1Story,1,2,Lvl,1,9600,Inside,80.0,2,0,20,RL,128.0,BrkFace,8,NWAmes,11,2,2,2,CompShg,Gable,WD ,0,Pave,2,1288.0,4,312,1969,1969,2009,train,2624.0,163000.0
89,600,600,0,2,TwnhsE,2,3,0.0,0.0,3,320.0,280.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,0,0,PConc,2,5,480.0,2.0,2,1,2,Detchd,2004.0,1200,1,GasA,3,2Story,1,3,Lvl,1,3215,Inside,30.0,2,0,160,FV,120.0,BrkFace,4,Somerst,172,2,3,2,CompShg,Gable,ConLD,0,Pave,2,600.0,4,0,2004,2004,2010,train,1800.0,155000.0
90,1427,0,0,4,1Fam,2,3,0.0,1.0,2,599.0,828.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,CBlock,2,5,516.0,2.0,2,1,2,Attchd,1969.0,1427,0,GasA,3,SLvl,1,2,Lvl,1,11104,Inside,68.36301950805768,1,0,80,RL,0.0,None,5,NWAmes,0,2,2,2,CompShg,Gable,WD ,216,Pave,3,1427.0,4,0,1969,1969,2008,train,2854.0,183000.0
91,1212,780,0,3,1Fam,2,2,1.0,0.0,3,98.0,762.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,2,PConc,2,3,608.0,2.0,2,1,2,Attchd,1996.0,1992,1,GasA,3,2Story,1,3,Lvl,1,15295,Corner,68.36301950805768,4,0,60,RL,254.0,BrkFace,6,CollgCr,32,2,3,2,CompShg,Gable,WD ,0,Pave,3,860.0,4,225,1996,2002,2007,train,2852.0,211000.0
92,754,786,0,3,1Fam,2,1,1.0,0.0,3,122.0,36.0,596.0,1,3,Y,RRAe,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,495.0,2.0,2,1,2,Attchd,1994.0,1540,1,GasA,3,2Story,1,3,Lvl,1,9109,Inside,70.0,2,0,60,RL,0.0,None,10,SawyerW,32,2,3,2,CompShg,Gable,WD ,0,Pave,2,754.0,4,140,1994,1994,2009,train,2294.0,184000.0
93,1535,0,0,4,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,Slab,2,5,400.0,2.0,2,1,2,Attchd,1979.0,1535,0,GasA,2,1Story,2,2,Bnk,1,7018,Inside,64.0,2,0,90,RL,0.0,None,6,SawyerW,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,0.0,4,0,1979,1979,2009,train,1535.0,118858.0
94,1152,0,0,3,1Fam,2,3,1.0,0.0,2,138.0,1014.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,HdBoard,3,1,PConc,1,5,484.0,2.0,2,1,2,Attchd,1964.0,1152,0,GasA,2,SLvl,1,2,Lvl,1,14112,Corner,68.36301950805768,1,0,80,RL,86.0,BrkFace,4,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1152.0,4,227,1964,1964,2010,train,2304.0,180500.0
95,1151,0,0,2,TwnhsE,2,1,1.0,0.0,3,1081.0,60.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,484.0,2.0,2,2,2,Attchd,2006.0,1151,0,GasA,3,1Story,1,3,Lvl,1,3523,Inside,80.0,1,0,120,FV,30.0,Stone,2,Somerst,60,2,3,2,CompShg,Gable,New,0,Pave,2,1141.0,4,0,2006,2007,2007,train,2292.0,166000.0
96,1138,0,0,3,1Fam,2,3,0.0,1.0,2,550.0,588.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,2,1,CBlock,1,5,480.0,2.0,2,1,2,Attchd,1960.0,1138,0,GasA,3,SLvl,1,2,Lvl,1,15312,Inside,88.0,2,0,80,RL,54.0,BrkFace,3,Sawyer,0,2,2,2,CompShg,Hip,COD,140,Pave,2,1138.0,4,0,1960,1960,2009,train,2276.0,148000.0
97,1074,0,0,2,1Fam,2,1,0.0,0.0,2,250.0,438.0,206.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,3,1,CBlock,1,3,396.0,2.0,2,1,2,Detchd,1966.0,1074,0,GasA,3,1Story,1,3,Lvl,1,7450,Inside,74.0,1,0,20,RL,0.0,None,1,NAmes,72,2,2,2,CompShg,Hip,WD ,0,Pave,2,894.0,4,0,1956,1956,2007,train,1968.0,124000.0
98,1561,0,0,2,TwnhsE,2,1,1.0,0.0,3,408.0,1153.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,556.0,2.0,2,2,2,Attchd,2005.0,1561,0,GasA,3,1Story,1,3,Lvl,1,7313,Inside,60.0,2,0,120,RL,246.0,BrkFace,8,NridgHt,47,2,3,2,CompShg,Hip,WD ,0,Pave,2,1561.0,4,203,2005,2005,2007,train,3122.0,277500.0
100,1884,0,0,2,1Fam,2,4,1.0,0.0,3,547.0,1337.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,670.0,3.0,2,2,2,Attchd,2004.0,1884,0,GasA,3,1Story,1,3,HLS,1,15401,CulDSac,53.0,1,0,20,RL,296.0,BrkFace,9,StoneBr,76,2,3,2,CompShg,Hip,WD ,0,Pave,3,1884.0,4,214,2004,2004,2008,train,3768.0,387000.0
101,605,0,0,2,1Fam,2,2,1.0,0.0,2,180.0,348.0,0.0,3,1,Y,Norm,Norm,SBrkr,144,2,2,Wd Sdng,Wd Sdng,0,0,BrkTil,1,5,0.0,0.0,0,0,0,none,,605,0,GasA,3,1Story,1,2,Lvl,1,9098,Inside,58.0,1,0,30,RL,0.0,None,7,Edwards,0,3,2,0,CompShg,Gable,WD ,0,Pave,2,528.0,4,0,1920,2002,2007,train,1133.0,86000.0
102,1671,0,0,3,1Fam,3,2,1.0,0.0,3,0.0,1044.0,382.0,3,2,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,3,1,CBlock,3,5,550.0,2.0,2,1,2,Attchd,1976.0,1671,0,GasA,3,1Story,1,3,Lvl,1,16280,Inside,103.0,2,0,20,RL,0.0,None,5,Veenker,90,3,3,2,CompShg,Gable,WD ,0,Pave,2,1426.0,4,280,1976,2007,2008,train,3097.0,290000.0
103,797,0,0,2,1Fam,2,1,0.0,0.0,1,245.0,0.0,0.0,1,1,N,Norm,Norm,SBrkr,94,1,2,AsbShng,AsbShng,0,0,CBlock,1,5,0.0,0.0,0,0,0,none,,797,0,GasA,2,1Story,1,2,Lvl,1,9392,Corner,72.0,2,0,30,C (all),0.0,None,9,IDOTRR,36,1,1,0,CompShg,Mansard,WD ,0,Pave,2,245.0,4,0,1900,1950,2009,train,1042.0,44000.0
104,804,1157,0,3,1Fam,2,1,1.0,0.0,3,114.0,690.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,2,1,PConc,2,5,560.0,2.0,2,2,2,BuiltIn,2001.0,1961,1,GasA,3,2Story,1,3,Lvl,1,12209,CulDSac,71.0,1,0,60,RL,0.0,None,6,Mitchel,192,2,2,2,CompShg,Gable,WD ,0,Pave,3,804.0,4,125,2001,2002,2009,train,2765.0,215000.0
105,1193,0,0,2,2fmCon,2,1,1.0,0.0,3,191.0,962.0,0.0,3,1,Y,RRAn,Feedr,SBrkr,0,2,2,Plywood,Plywood,0,0,CBlock,2,5,501.0,2.0,2,2,2,Attchd,1972.0,1193,0,GasA,3,1Story,1,2,Lvl,1,13110,Corner,79.0,1,0,190,RL,144.0,BrkFace,7,NWAmes,153,2,2,2,CompShg,Gable,WD ,0,Pave,2,1153.0,4,140,1972,1972,2006,train,2346.0,146500.0
106,673,709,0,3,Twnhs,2,1,1.0,0.0,3,32.0,641.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,0,0,PConc,2,5,490.0,2.0,2,1,2,Detchd,2000.0,1382,1,GasA,3,2Story,1,3,Lvl,1,2651,FR2,68.36301950805768,2,0,160,FV,0.0,None,4,Somerst,50,2,3,2,CompShg,Gable,WD ,0,Pave,2,673.0,4,153,2000,2000,2006,train,2055.0,165000.0
107,1664,862,0,5,1Fam,2,1,0.0,0.0,2,0.0,168.0,546.0,2,1,N,Artery,Norm,SBrkr,0,3,2,Stucco,Stucco,3,1,BrkTil,2,5,216.0,1.0,2,1,2,Detchd,1916.0,2526,0,GasW,2,1.5Fin,1,3,Lvl,1,8520,Inside,60.0,2,0,50,RM,0.0,None,8,OldTown,15,3,2,2,CompShg,Gable,CWD,0,Pave,4,714.0,4,88,1916,1950,2007,train,3240.0,136000.0
108,1390,0,0,1,1Fam,2,4,1.0,0.0,3,595.0,1110.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,3,2,CBlock,1,3,550.0,2.0,2,1,2,Attchd,1957.0,1390,1,GasA,3,1Story,1,3,Low,3,39384,CulDSac,68.36301950805768,1,0,20,RL,902.0,Stone,10,NAmes,189,2,2,2,CompShg,Gable,WD ,0,Pave,2,1705.0,4,0,1957,1957,2006,train,3095.0,252000.0
109,764,862,0,2,Twnhs,2,1,0.0,0.0,3,764.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,Wd Shng,0,0,PConc,2,5,474.0,2.0,2,1,2,BuiltIn,2003.0,1626,1,GasA,3,2Story,1,3,Lvl,1,2628,Inside,36.0,2,0,160,RL,106.0,Stone,6,NridgHt,27,2,3,2,CompShg,Gable,WD ,0,Pave,2,764.0,4,0,2003,2003,2010,train,2390.0,175500.0
110,868,690,0,3,1Fam,2,1,0.0,0.0,2,269.0,421.0,0.0,3,1,Y,Norm,Norm,FuseA,0,2,2,Wd Sdng,Wd Sdng,3,1,BrkTil,1,5,400.0,2.0,2,1,2,Detchd,1939.0,1558,1,GasA,2,2Story,1,2,Lvl,1,6406,Inside,57.0,2,0,70,RM,0.0,None,10,OldTown,36,2,2,2,CompShg,Gable,WD ,182,Pave,3,690.0,4,0,1939,1950,2009,train,2248.0,150000.0
111,1422,0,0,3,1Fam,2,1,0.0,0.0,2,978.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,36,2,2,Wd Sdng,Wd Sdng,2,1,CBlock,1,3,286.0,1.0,2,1,2,Attchd,1960.0,1422,0,GasA,2,1Story,1,2,Lvl,1,12342,Inside,68.36301950805768,1,0,20,RL,0.0,None,8,NAmes,0,2,2,2,CompShg,Hip,WD ,0,Pave,2,978.0,4,0,1960,1978,2007,train,2400.0,139900.0
112,1128,445,0,3,1Fam,2,1,0.0,0.0,2,1078.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,3,1,PConc,2,5,360.0,2.0,2,1,2,Detchd,1930.0,1573,0,GasA,2,1.5Fin,1,2,Lvl,1,6240,Inside,52.0,2,0,50,RM,0.0,None,6,BrkSide,0,3,2,1,CompShg,Gable,WD ,0,Pave,3,1078.0,4,0,1930,1992,2008,train,2651.0,162900.0
113,1116,0,0,3,1Fam,2,1,0.0,0.0,2,1116.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,440.0,2.0,2,1,2,Attchd,1962.0,1116,1,GasA,2,1Story,1,2,Lvl,1,10000,Corner,87.0,1,0,20,RL,261.0,BrkFace,2,NAmes,0,2,2,2,CompShg,Hip,WD ,385,Pave,2,1116.0,4,0,1962,1962,2010,train,2232.0,160000.0
114,660,0,0,2,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,N,Norm,Norm,SBrkr,100,2,2,Wd Sdng,Wd Sdng,0,0,Slab,1,3,0.0,0.0,0,0,0,none,,660,0,GasA,1,1Story,1,1,Lvl,1,9000,Corner,68.36301950805768,2,0,20,RL,0.0,None,6,Sawyer,0,1,1,0,CompShg,Gable,WD ,0,Pave,2,0.0,4,0,1947,1950,2009,train,660.0,63900.0
